1,1,0
0,0,0
2,0,0
3,0,0
1,15,100
3,11,100
0,9,100
2,7,100
3,19,200
0,22,200
1,20,200
2,13,200
3,26,300
1,35,300
0,29,300
2,21,300
3,35,400
1,46,400
0,38,400
2,32,400
3,44,500
0,47,500
1,51,500
2,42,500
3,53,600
0,57,600
1,62,600
2,54,600
3,61,700
0,66,700
1,75,700
2,63,700
3,70,800
0,76,800
1,86,800
2,71,800
3,80,900
0,85,900
1,100,900
2,85,900
3,90,1000
0,97,1000
1,106,1000
2,93,1000
3,104,1100
0,106,1100
1,117,1100
2,100,1100
3,110,1200
0,116,1200
1,126,1200
2,113,1200
