$ py main_bsc.py ber
410 / 600 回目,  0 0, FSCL: 0.20246 SCL 3.29122
411 / 600 回目,  1 1, FSCL: 0.11768 SCL 3.33707
412 / 600 回目,  0 0, FSCL: 0.12270 SCL 3.27022
413 / 600 回目,  0 0, FSCL: 0.11871 SCL 3.38691
414 / 600 回目,  0 0, FSCL: 0.12170 SCL 3.50661
415 / 600 回目,  0 0, FSCL: 0.11669 SCL 3.45775
416 / 600 回目,  1 1, FSCL: 0.12964 SCL 3.35402
417 / 600 回目,  0 0, FSCL: 0.13267 SCL 3.44376
418 / 600 回目,  1 1, FSCL: 0.11472 SCL 3.40387
419 / 600 回目,  0 0, FSCL: 0.12270 SCL 3.32707
420 / 600 回目,  0 0, FSCL: 0.12666 SCL 3.32910
421 / 600 回目,  1 1, FSCL: 0.13564 SCL 3.32612
422 / 600 回目,  0 0, FSCL: 0.13860 SCL 3.32111
423 / 600 回目,  0 0, FSCL: 0.20146 SCL 3.46273
424 / 600 回目,  0 0, FSCL: 0.13364 SCL 3.27127
425 / 600 回目,  0 0, FSCL: 0.13165 SCL 3.45779
426 / 600 回目,  0 0, FSCL: 0.11569 SCL 3.30216
427 / 600 回目,  0 0, FSCL: 0.12864 SCL 3.34107
428 / 600 回目,  0 0, FSCL: 0.12467 SCL 3.37600
429 / 600 回目,  0 0, FSCL: 0.12567 SCL 3.26625
430 / 600 回目,  0 0, FSCL: 0.11669 SCL 3.39988
431 / 600 回目,  0 0, FSCL: 0.11567 SCL 3.30119
432 / 600 回目,  0 0, FSCL: 0.11370 SCL 3.32709
433 / 600 回目,  0 0, FSCL: 0.11772 SCL 3.34401
434 / 600 回目,  0 0, FSCL: 0.12469 SCL 3.54848
435 / 600 回目,  0 0, FSCL: 0.12068 SCL 3.33809
436 / 600 回目,  1 1, FSCL: 0.12265 SCL 3.32314
437 / 600 回目,  0 0, FSCL: 0.11469 SCL 3.25431
438 / 600 回目,  0 0, FSCL: 0.11871 SCL 3.27623
439 / 600 回目,  0 0, FSCL: 0.12267 SCL 3.34209
440 / 600 回目,  1 1, FSCL: 0.11771 SCL 3.23035
441 / 600 回目,  0 0, FSCL: 0.11971 SCL 3.29917
442 / 600 回目,  0 0, FSCL: 0.11671 SCL 3.31211
443 / 600 回目,  0 0, FSCL: 0.12666 SCL 3.43983
444 / 600 回目,  0 0, FSCL: 0.11869 SCL 3.35202
445 / 600 回目,  0 0, FSCL: 0.11669 SCL 3.41885
446 / 600 回目,  0 0, FSCL: 0.12567 SCL 3.41586
447 / 600 回目,  0 0, FSCL: 0.12270 SCL 3.41386
448 / 600 回目,  0 0, FSCL: 0.13964 SCL 3.28218
449 / 600 回目,  0 0, FSCL: 0.11273 SCL 3.25725
450 / 600 回目,  0 0, FSCL: 0.11370 SCL 3.25030
451 / 600 回目,  0 0, FSCL: 0.16855 SCL 3.32410
452 / 600 回目,  0 0, FSCL: 0.11569 SCL 3.24831
453 / 600 回目,  0 0, FSCL: 0.13066 SCL 3.39791
454 / 600 回目,  0 0, FSCL: 0.12366 SCL 3.22437
455 / 600 回目,  0 0, FSCL: 0.13264 SCL 3.84972
456 / 600 回目,  0 0, FSCL: 0.11968 SCL 3.52060
457 / 600 回目,  0 0, FSCL: 0.12167 SCL 3.37798
458 / 600 回目,  0 0, FSCL: 0.12469 SCL 3.60835
459 / 600 回目,  0 0, FSCL: 0.16456 SCL 3.41685
460 / 600 回目,  0 0, FSCL: 0.19149 SCL 3.41885
461 / 600 回目,  0 0, FSCL: 0.13165 SCL 3.47074
462 / 600 回目,  1 1, FSCL: 0.11270 SCL 3.58341
463 / 600 回目,  0 0, FSCL: 0.11371 SCL 3.47471
464 / 600 回目,  1 1, FSCL: 0.21144 SCL 3.48866
465 / 600 回目,  0 0, FSCL: 0.12068 SCL 3.48567
466 / 600 回目,  0 0, FSCL: 0.12965 SCL 3.39595
467 / 600 回目,  0 0, FSCL: 0.11668 SCL 3.39192
468 / 600 回目,  0 0, FSCL: 0.14162 SCL 3.37995
469 / 600 回目,  0 0, FSCL: 0.13264 SCL 3.42284
470 / 600 回目,  1 1, FSCL: 0.11270 SCL 3.39092
471 / 600 回目,  0 0, FSCL: 0.11569 SCL 3.33208
472 / 600 回目,  0 0, FSCL: 0.11868 SCL 3.25529
473 / 600 回目,  0 0, FSCL: 0.11868 SCL 3.47969
474 / 600 回目,  0 0, FSCL: 0.12171 SCL 3.30415
475 / 600 回目,  0 0, FSCL: 0.11766 SCL 3.28920
476 / 600 回目,  0 0, FSCL: 0.13167 SCL 3.36497
477 / 600 回目,  0 0, FSCL: 0.14063 SCL 3.46672
478 / 600 回目,  0 0, FSCL: 0.11170 SCL 3.28222
479 / 600 回目,  1 1, FSCL: 0.11868 SCL 3.38993
480 / 600 回目,  0 0, FSCL: 0.11571 SCL 3.40885
481 / 600 回目,  0 0, FSCL: 0.12366 SCL 3.36800
482 / 600 回目,  0 0, FSCL: 0.11868 SCL 3.34807
483 / 600 回目,  0 0, FSCL: 0.12267 SCL 3.34305
484 / 600 回目,  0 0, FSCL: 0.11867 SCL 3.33206
485 / 600 回目,  0 0, FSCL: 0.12267 SCL 3.18148
486 / 600 回目,  0 0, FSCL: 0.12270 SCL 3.41982
487 / 600 回目,  0 0, FSCL: 0.11569 SCL 3.31912
488 / 600 回目,  0 0, FSCL: 0.13564 SCL 3.34604
489 / 600 回目,  0 0, FSCL: 0.12564 SCL 3.36799
490 / 600 回目,  0 0, FSCL: 0.12267 SCL 3.27327
491 / 600 回目,  0 0, FSCL: 0.11174 SCL 3.41482
492 / 600 回目,  0 0, FSCL: 0.11871 SCL 3.22836
493 / 600 回目,  0 0, FSCL: 0.12569 SCL 3.33904
494 / 600 回目,  0 0, FSCL: 0.12267 SCL 3.36898
495 / 600 回目,  0 0, FSCL: 0.11372 SCL 3.25327
496 / 600 回目,  0 0, FSCL: 0.12469 SCL 3.39093
497 / 600 回目,  0 0, FSCL: 0.13465 SCL 3.37696
498 / 600 回目,  0 0, FSCL: 0.12366 SCL 3.42284
499 / 600 回目,  0 0, FSCL: 0.11573 SCL 3.32307
500 / 600 回目,  0 0, FSCL: 0.13165 SCL 3.34604
501 / 600 回目,  0 0, FSCL: 0.13065 SCL 3.34405
502 / 600 回目,  0 0, FSCL: 0.14162 SCL 3.54052
503 / 600 回目,  0 0, FSCL: 0.12464 SCL 3.31413
504 / 600 回目,  0 0, FSCL: 0.13763 SCL 3.31612
505 / 600 回目,  0 0, FSCL: 0.11965 SCL 3.39893
506 / 600 回目,  0 0, FSCL: 0.11866 SCL 3.75794
507 / 600 回目,  0 0, FSCL: 0.16655 SCL 3.62729
508 / 600 回目,  0 0, FSCL: 0.13863 SCL 3.44081
509 / 600 回目,  0 0, FSCL: 0.14065 SCL 3.36696
510 / 600 回目,  1 1, FSCL: 0.12866 SCL 3.27922
511 / 600 回目,  0 0, FSCL: 0.11968 SCL 3.50964
512 / 600 回目,  0 0, FSCL: 0.11768 SCL 4.64258
513 / 600 回目,  0 0, FSCL: 0.22141 SCL 4.22669
514 / 600 回目,  0 0, FSCL: 0.13564 SCL 3.56449
515 / 600 回目,  0 0, FSCL: 0.12167 SCL 3.55365
516 / 600 回目,  0 0, FSCL: 0.11767 SCL 3.45871
517 / 600 回目,  0 0, FSCL: 0.11572 SCL 3.44775
518 / 600 回目,  0 0, FSCL: 0.12566 SCL 3.49864
519 / 600 回目,  0 0, FSCL: 0.13763 SCL 3.56548
520 / 600 回目,  0 0, FSCL: 0.11868 SCL 3.55249
521 / 600 回目,  0 0, FSCL: 0.11469 SCL 3.50761
522 / 600 回目,  0 0, FSCL: 0.11472 SCL 3.62829
523 / 600 回目,  1 1, FSCL: 0.11469 SCL 3.44678
524 / 600 回目,  0 0, FSCL: 0.12563 SCL 3.46273
525 / 600 回目,  0 0, FSCL: 0.11170 SCL 3.52856
526 / 600 回目,  0 0, FSCL: 0.11372 SCL 3.44276
527 / 600 回目,  0 0, FSCL: 0.12928 SCL 3.62231
528 / 600 回目,  0 0, FSCL: 0.12866 SCL 3.28820
529 / 600 回目,  0 0, FSCL: 0.13065 SCL 3.58640
530 / 600 回目,  0 0, FSCL: 0.12769 SCL 3.41982
531 / 600 回目,  0 0, FSCL: 0.14062 SCL 3.41688
532 / 600 回目,  1 1, FSCL: 0.14561 SCL 3.54950
533 / 600 回目,  0 0, FSCL: 0.12766 SCL 3.64128
534 / 600 回目,  0 0, FSCL: 0.12169 SCL 3.42180
535 / 600 回目,  0 0, FSCL: 0.13863 SCL 3.46078
536 / 600 回目,  0 0, FSCL: 0.13663 SCL 3.35103
537 / 600 回目,  0 0, FSCL: 0.12371 SCL 3.35601
538 / 600 回目,  0 0, FSCL: 0.13863 SCL 3.40090
539 / 600 回目,  0 0, FSCL: 0.11270 SCL 3.63927
540 / 600 回目,  0 0, FSCL: 0.14362 SCL 3.44678
541 / 600 回目,  0 0, FSCL: 0.13863 SCL 3.46572
542 / 600 回目,  0 0, FSCL: 0.12567 SCL 3.49564
543 / 600 回目,  0 0, FSCL: 0.13963 SCL 3.46572
544 / 600 回目,  0 0, FSCL: 0.15957 SCL 3.48966
545 / 600 回目,  0 0, FSCL: 0.12071 SCL 3.52861
546 / 600 回目,  0 0, FSCL: 0.12666 SCL 3.69765
547 / 600 回目,  0 0, FSCL: 0.14262 SCL 3.29418
548 / 600 回目,  0 0, FSCL: 0.12666 SCL 3.60336
549 / 600 回目,  0 0, FSCL: 0.11569 SCL 4.65778
550 / 600 回目,  0 0, FSCL: 0.12267 SCL 3.50639
551 / 600 回目,  0 0, FSCL: 0.13567 SCL 3.61929
552 / 600 回目,  0 0, FSCL: 0.13165 SCL 3.54152
553 / 600 回目,  0 0, FSCL: 0.14361 SCL 3.71605
554 / 600 回目,  0 0, FSCL: 0.14661 SCL 3.53856
555 / 600 回目,  0 0, FSCL: 0.12566 SCL 3.98234
556 / 600 回目,  0 0, FSCL: 0.14661 SCL 3.80083
557 / 600 回目,  0 0, FSCL: 0.15857 SCL 3.63328
558 / 600 回目,  0 0, FSCL: 0.14960 SCL 3.67417
559 / 600 回目,  1 1, FSCL: 0.12068 SCL 3.46374
560 / 600 回目,  0 0, FSCL: 0.11968 SCL 3.37796
561 / 600 回目,  0 0, FSCL: 0.13767 SCL 3.47171
562 / 600 回目,  0 0, FSCL: 0.12463 SCL 3.44478
563 / 600 回目,  0 0, FSCL: 0.12865 SCL 3.43381
564 / 600 回目,  1 1, FSCL: 0.13464 SCL 3.53554
565 / 600 回目,  0 0, FSCL: 0.12866 SCL 3.58640
566 / 600 回目,  0 0, FSCL: 0.15758 SCL 3.44877
567 / 600 回目,  0 0, FSCL: 0.14063 SCL 3.60335
568 / 600 回目,  0 0, FSCL: 0.13763 SCL 3.49867
569 / 600 回目,  1 1, FSCL: 0.13464 SCL 3.56246
570 / 600 回目,  0 0, FSCL: 0.17054 SCL 3.52058
571 / 600 回目,  1 1, FSCL: 0.14860 SCL 3.39893
572 / 600 回目,  0 0, FSCL: 0.12763 SCL 3.46971
573 / 600 回目,  0 0, FSCL: 0.17254 SCL 3.46971
574 / 600 回目,  0 0, FSCL: 0.12167 SCL 3.40292
575 / 600 回目,  1 1, FSCL: 0.12167 SCL 3.41489
576 / 600 回目,  1 1, FSCL: 0.12664 SCL 3.43680
577 / 600 回目,  0 0, FSCL: 0.11768 SCL 3.57144
578 / 600 回目,  0 0, FSCL: 0.13065 SCL 3.45777
579 / 600 回目,  0 0, FSCL: 0.11174 SCL 3.49361
580 / 600 回目,  0 0, FSCL: 0.11173 SCL 3.33305
581 / 600 回目,  0 0, FSCL: 0.12367 SCL 3.64126
582 / 600 回目,  0 0, FSCL: 0.14662 SCL 3.48666
583 / 600 回目,  0 0, FSCL: 0.12766 SCL 3.59239
584 / 600 回目,  0 0, FSCL: 0.11971 SCL 3.50659
585 / 600 回目,  1 1, FSCL: 0.13165 SCL 3.60239
586 / 600 回目,  1 1, FSCL: 0.12965 SCL 3.48170
587 / 600 回目,  0 0, FSCL: 0.13268 SCL 3.43778
588 / 600 回目,  0 0, FSCL: 0.12766 SCL 3.46775
589 / 600 回目,  0 0, FSCL: 0.12865 SCL 3.58640
590 / 600 回目,  0 0, FSCL: 0.13863 SCL 3.46273
591 / 600 回目,  0 0, FSCL: 0.12766 SCL 3.70109
592 / 600 回目,  0 0, FSCL: 0.15459 SCL 3.62430
593 / 600 回目,  0 0, FSCL: 0.11669 SCL 3.57846
594 / 600 回目,  0 0, FSCL: 0.11769 SCL 3.73899
595 / 600 回目,  0 0, FSCL: 0.12167 SCL 3.66519
596 / 600 回目,  0 0, FSCL: 0.12364 SCL 3.61233
597 / 600 回目,  0 0, FSCL: 0.11969 SCL 3.59337
598 / 600 回目,  0 0, FSCL: 0.16156 SCL 3.58443
599 / 600 回目,  1 1, FSCL: 0.12270 SCL 3.46769
K=32, N=64, L=8, P=0.06
送信メッセージ数: 19200, SCL復号誤り: 535, SCL_F復号誤り: 535
FER__SCL: 0.11666666666666667
FER_FSCL: 0.11666666666666667
BER__SCL: 0.027864583333333335
BER_FSCL: 0.027864583333333335
実行時間: 2118.4671199321747
